fpl_player_code,pts,minutes,avg_price,season,season_str,first_name,web_name,position,fpl_team_code,team_now,team_short_now,minutesU,xG,npxG,xA,xCS,npxCS,xDef,npxDef,xGA,npxGA,xPTS,npxPTS,xPTS_90,npxPTS_90,group,group2,color,label
38290,47,1753,5.4,2019,2019/20,Danny,Rose,2,6.0,Spurs,TOT,1856,0.0881985,0.0881985,0.9033282,7,7,-6.0,-4.0,35.287181000000004,32.242506000000006,25.2391756,25.2391756,1.2238824375,1.2238824375,<5.5,5.5,#1f77b4,False
38290,47,1753,5.0,2020,2020/21,Danny,Rose,2,6.0,Spurs,TOT,1856,0.0881985,0.0881985,0.9033282,7,7,-6.0,-4.0,35.287181000000004,32.242506000000006,25.2391756,25.2391756,1.2238824375,1.2238824375,<5.5,5.5,#1f77b4,False
38411,92,2311,5.0,2014,2014/15,Nacho,Monreal,2,,,,2308,0.30413799999999996,0.30413799999999996,1.377959,13,15,-2.0,-2.0,24.379369,22.857069,55.958705,55.958705,2.1820985485268634,2.1820985485268634,<5.5,5.5,#1f77b4,False
38411,152,3249,5.7,2015,2015/16,Nacho,Monreal,2,,,,3247,0.910039,0.910039,2.9119435000000005,15,16,-3.0,-3.0,31.9736994,31.2125334,71.1960645,71.1960645,1.9734049291653837,1.9734049291653837,5.5-7.5,5.5,#6D597A,False
38411,115,3153,6.0,2016,2016/17,Nacho,Monreal,2,,,,3152,1.1331041,1.1331041,1.9305519999999996,10,14,-11.0,-7.0,45.75144000000001,38.90091600000001,41.5902806,41.5902806,1.1875397379441623,1.1875397379441623,5.5-7.5,6.5,#6D597A,False
38411,130,2241,5.6,2017,2017/18,Nacho,Monreal,2,,,,2246,1.9025143,1.9025143,3.0137295999999996,10,10,-6.0,-5.0,32.767221,31.244882000000004,54.4562746,54.4562746,2.1821303268032057,2.1821303268032057,5.5-7.5,5.5,#6D597A,False
38411,77,1860,5.4,2018,2018/19,Nacho,Monreal,2,,,,1857,1.2284548,1.2284548,2.0089628,3,3,-9.0,-7.0,30.7415375,29.2191975,16.3976172,16.3976172,0.7947148885298869,0.7947148885298869,<5.5,5.5,#1f77b4,False
38439,23,897,4.9,2014,2014/15,Etienne,Capoue,3,,,,911,0.11779099999999999,0.11779099999999999,0.24070770000000002,2,2,-3.0,-1.0,18.976973,14.292932999999996,3.3110781,3.3110781,0.32710980131723383,0.32710980131723383,<5.5,4.5,#1f77b4,False
38439,72,2814,4.9,2015,2015/16,Etienne,Capoue,3,,,,2834,3.0729943399999993,3.0729943399999993,1.4461283999999999,10,11,-6.0,-3.0,41.68005099999999,37.095399,29.703356899999996,29.703356899999996,0.9432964435426957,0.9432964435426957,<5.5,4.5,#1f77b4,False
38439,131,3204,4.5,2016,2016/17,Etienne,Capoue,3,,,,3231,3.717312,3.717312,1.5092965999999999,9,11,-9.0,-8.0,51.43022399999999,48.38554699999999,32.1144498,32.1144498,0.8945529192200558,0.8945529192200558,<5.5,4.5,#1f77b4,False
38439,48,1537,5.2,2017,2017/18,Etienne,Capoue,3,,,,1544,0.9759313,0.9759313,0.7933374999999998,5,5,-7.0,-6.0,34.502126,32.218616000000004,12.259668999999999,12.259668999999999,0.7146180116580311,0.7146180116580311,<5.5,5.5,#1f77b4,False
38439,79,2944,4.9,2018,2018/19,Etienne,Capoue,3,,,,2951,1.2973154,1.2973154,1.3692703,8,9,-17.0,-16.0,54.392323,51.347643,18.5943879,18.5943879,0.5670941751948493,0.5670941751948493,<5.5,4.5,#1f77b4,False
38454,66,2037,5.2,2014,2014/15,Dejan,Lovren,2,,,,2032,0.8934370999999999,0.8934370999999999,0.07186234,10,11,-4.0,-3.0,27.781944,26.122792,41.57620962,41.57620962,1.8414659772637794,1.8414659772637794,<5.5,5.5,#1f77b4,False
38454,70,1896,4.9,2015,2015/16,Dejan,Lovren,2,,,,1901,1.1265994,1.1265994,0.2830609,9,10,-3.0,-3.0,22.4227629,20.828515899999996,40.6087791,40.6087791,1.9225618721725408,1.9225618721725408,<5.5,4.5,#1f77b4,False
38454,106,2553,5.0,2016,2016/17,Dejan,Lovren,2,,,,2559,1.1365963,1.1365963,0.4440005,14,17,-4.0,-3.0,27.3246895,23.518847499999996,60.151579299999995,60.151579299999995,2.1155303388042204,2.1155303388042204,<5.5,5.5,#1f77b4,False
38454,110,2124,5.4,2017,2017/18,Dejan,Lovren,2,,,,2121,2.0113717999999996,2.0113717999999996,1.3272361,12,13,-4.0,-2.0,29.237366499999993,24.670360499999994,60.0499391,60.0499391,2.5480879391796325,2.5480879391796325,<5.5,5.5,#1f77b4,False
38454,63,986,5.0,2018,2018/19,Dejan,Lovren,2,,,,988,0.9101981,0.9101981,0.108166,6,7,0.0,0.0,10.219343,9.458174000000001,29.7856866,29.7856866,2.713271046558704,2.713271046558704,<5.5,5.5,#1f77b4,False
38490,25,735,4.4,2017,2017/18,Beram,Kayal,3,,,,731,0.3412809,0.3412809,0.45063030000000004,0,0,-4.0,-4.0,28.267647,26.745311999999995,3.0582954000000004,3.0582954000000004,0.37653431737346105,0.37653431737346105,<5.5,4.5,#1f77b4,False
38490,36,935,4.4,2018,2018/19,Beram,Kayal,3,,,,937,0.2898656,0.2898656,1.1770387,0,1,-6.0,-6.0,31.074813000000002,26.507837000000006,4.9804441,4.9804441,0.47837776840981855,0.47837776840981855,<5.5,4.5,#1f77b4,False
38533,118,3330,4.5,2018,2018/19,Rui Pedro,Patrício,1,39.0,Wolves,WOL,3330,0.0,0.0,0.0,14,15,-9.0,-7.0,41.98903299999999,38.94436099999999,47.0,47.0,1.2702702702702704,1.2702702702702704,<5.5,4.5,#1f77b4,True
38533,153,3420,5.2,2019,2019/20,Rui Pedro,Patrício,1,39.0,Wolves,WOL,3420,0.0,0.0,0.0,14,16,-1.0,-1.0,37.389273900000006,34.9610539,55.0,55.0,1.4473684210526314,1.4473684210526314,<5.5,5.5,#1f77b4,True
38533,153,3420,5.5,2020,2020/21,Rui Pedro,Patrício,1,39.0,Wolves,WOL,3420,0.0,0.0,0.0,14,16,-1.0,-1.0,37.389273900000006,34.9610539,55.0,55.0,1.4473684210526314,1.4473684210526314,5.5-7.5,5.5,#6D597A,True
39155,93,1779,8.4,2014,2014/15,Adam,Lallana,3,36.0,Brighton,BHA,1802,4.7683719,4.7683719,3.1417989,10,11,-2.0,-2.0,27.338347000000002,24.918025999999998,43.2672562,43.2672562,2.160961741398446,2.160961741398446,7.5-10,8.5,#E56B6F,False
39155,109,2109,7.4,2015,2015/16,Adam,Lallana,3,36.0,Brighton,BHA,2115,3.5331819000000007,3.5331819000000007,5.6483504,12,13,-2.0,-2.0,27.4260449,25.831796900000004,46.61096070000001,46.61096070000001,1.983445136170213,1.983445136170213,5.5-7.5,7.5,#6D597A,False
39155,139,2338,6.8,2016,2016/17,Adam,Lallana,3,36.0,Brighton,BHA,2371,4.5069645,4.5069645,4.1123864,13,16,-3.0,-2.0,30.565694999999995,26.759852999999993,47.8719817,47.8719817,1.8171566229439056,1.8171566229439056,5.5-7.5,6.5,#6D597A,False
39155,13,234,7.4,2017,2017/18,Adam,Lallana,3,36.0,Brighton,BHA,223,1.5457686,1.5457686,0.4080988,0,0,0.0,0.0,7.912710499999999,7.151550499999999,8.9531394,8.9531394,3.6133746457399103,3.6133746457399103,5.5-7.5,7.5,#6D597A,False
39155,23,460,7.0,2018,2018/19,Adam,Lallana,3,36.0,Brighton,BHA,459,0.30370199999999997,0.30370199999999997,0.5410387,3,3,0.0,0.0,8.648259,8.648259,6.1416261,6.1416261,1.2042404117647059,1.2042404117647059,5.5-7.5,7.5,#6D597A,False
39155,27,371,5.8,2019,2019/20,Adam,Lallana,3,36.0,Brighton,BHA,362,0.8086851,0.8086851,0.653671,2,2,0.0,0.0,14.8515237,14.8515237,8.004438500000001,8.004438500000001,1.9900537707182322,1.9900537707182322,5.5-7.5,5.5,#6D597A,False
39155,27,371,6.5,2020,2020/21,Adam,Lallana,3,36.0,Brighton,BHA,362,0.8086851,0.8086851,0.653671,2,2,0.0,0.0,14.8515237,14.8515237,8.004438500000001,8.004438500000001,1.9900537707182322,1.9900537707182322,5.5-7.5,6.5,#6D597A,False
39194,90,2811,5.9,2014,2014/15,Jan,Vertonghen,2,,,,2807,0.5924338599999999,0.5924338599999999,0.0796746,4,4,-11.0,-11.0,50.144876,45.46083599999999,8.793626959999997,8.793626959999997,0.281947426576416,0.281947426576416,5.5-7.5,5.5,#6D597A,False
39194,87,2594,5.4,2015,2015/16,Jan,Vertonghen,2,,,,2596,0.5788122,0.5788122,0.35090390000000005,13,13,-3.0,-3.0,28.106029,26.583738999999998,53.5255849,53.5255849,1.8556635751155626,1.8556635751155626,<5.5,5.5,#1f77b4,False
39194,126,2894,5.6,2016,2016/17,Jan,Vertonghen,2,,,,2902,0.589844,0.589844,0.3142293,16,16,-3.0,-1.0,26.878663900000003,25.356333900000003,65.4817519,65.4817519,2.0307917543073746,2.0307917543073746,5.5-7.5,5.5,#6D597A,False
39194,138,3203,6.0,2017,2017/18,Jan,Vertonghen,2,,,,3209,0.80955737,0.80955737,1.0207453,18,19,-5.0,-3.0,34.400885,32.018266000000004,74.91958012,74.91958012,2.1012035558741045,2.1012035558741045,5.5-7.5,6.5,#6D597A,False
39194,67,1911,6.0,2018,2018/19,Jan,Vertonghen,2,,,,1925,1.00997618,1.00997618,0.2438496,6,6,-7.0,-6.0,28.776298,26.492788,23.79140588,23.79140588,1.1123254697142857,1.1123254697142857,5.5-7.5,6.5,#6D597A,False
39215,14,357,4.8,2014,2014/15,Michel,Vorm,1,,,,357,0.0,0.0,0.0255914,0,0,-1.0,-1.0,6.035412,6.035412,-0.9232258,-0.9232258,-0.23274599999999998,-0.23274599999999998,<5.5,4.5,#1f77b4,False
39215,2,90,4.3,2015,2015/16,Michel,Vorm,1,,,,90,0.0,0.0,0.0,1,1,0.0,0.0,0.627539,0.627539,4.0,4.0,4.0,4.0,<5.5,4.5,#1f77b4,False
39215,17,416,4.9,2016,2016/17,Michel,Vorm,1,,,,416,0.0,0.0,0.0,2,2,-1.0,0.0,4.174284,3.4131139999999998,7.0,7.0,1.5144230769230769,1.5144230769230769,<5.5,4.5,#1f77b4,False
39215,3,90,4.9,2017,2017/18,Michel,Vorm,1,,,,90,0.0,0.0,0.0,0,0,0.0,0.0,1.15209,1.15209,0.0,0.0,0.0,0.0,<5.5,4.5,#1f77b4,False
39215,5,180,4.8,2018,2018/19,Michel,Vorm,1,,,,180,0.0,0.0,0.0,1,1,-1.0,-1.0,3.4644589999999997,3.4644589999999997,3.0,3.0,1.5,1.5,<5.5,4.5,#1f77b4,False
39476,64,2198,5.3,2018,2018/19,Sokratis,Sokratis,2,3.0,Arsenal,ARS,2198,0.8275357,0.8275357,0.6274546,6,7,-11.0,-8.0,34.75928350000001,30.95343650000001,19.847578,19.847578,0.8126851774340308,0.8126851774340308,<5.5,5.5,#1f77b4,False
39476,57,1696,4.9,2019,2019/20,Sokratis,Sokratis,2,3.0,Arsenal,ARS,1698,1.4505057,1.4505057,0.752976,5,5,-7.0,-5.0,27.624742,23.663581999999998,23.9619622,23.9619622,1.2700686678445228,1.2700686678445228,<5.5,4.5,#1f77b4,False
39476,57,1696,5.0,2020,2020/21,Sokratis,Sokratis,2,3.0,Arsenal,ARS,1698,1.4505057,1.4505057,0.752976,5,5,-7.0,-5.0,27.624742,23.663581999999998,23.9619622,23.9619622,1.2700686678445228,1.2700686678445228,<5.5,5.5,#1f77b4,False
39487,84,2562,4.8,2014,2014/15,Erik,Pieters,2,90.0,Burnley,BUR,2571,0.46861107,0.46861107,1.1495826,7,7,-7.0,-4.0,38.785588000000004,35.740948,27.26041422,27.26041422,0.9542735432905485,0.9542735432905485,<5.5,4.5,#1f77b4,False
39487,93,3096,4.9,2015,2015/16,Erik,Pieters,2,90.0,Burnley,BUR,3101,0.1312969,0.1312969,2.17064577,8,10,-12.0,-11.0,48.347885,45.303249,27.29971871,27.29971871,0.7923168925830377,0.7923168925830377,<5.5,4.5,#1f77b4,False
39487,103,3151,4.6,2016,2016/17,Erik,Pieters,2,90.0,Burnley,BUR,3151,0.7645715000000002,0.7645715000000002,1.56095178,11,11,-13.0,-11.0,46.703576,45.181236,40.27028434,40.27028434,1.150214405141225,1.150214405141225,<5.5,4.5,#1f77b4,False
39487,71,2717,4.8,2017,2017/18,Erik,Pieters,2,90.0,Burnley,BUR,2726,0.0912974,0.0912974,1.9800725000000001,6,7,-14.0,-13.0,50.81791399999999,47.77323599999999,16.4880019,16.4880019,0.5443580964783566,0.5443580964783566,<5.5,4.5,#1f77b4,False
39487,77,1876,4.4,2019,2019/20,Erik,Pieters,2,90.0,Burnley,BUR,1880,0.4510196000000001,0.4510196000000001,2.6981899,1,2,-4.0,-4.0,34.183400999999996,32.661061,10.800687300000002,10.800687300000002,0.5170541792553193,0.5170541792553193,<5.5,4.5,#1f77b4,False
39487,77,1876,4.5,2020,2020/21,Erik,Pieters,2,90.0,Burnley,BUR,1880,0.4510196000000001,0.4510196000000001,2.6981899,1,2,-4.0,-4.0,34.183400999999996,32.661061,10.800687300000002,10.800687300000002,0.5170541792553193,0.5170541792553193,<5.5,4.5,#1f77b4,False
39847,54,1068,5.8,2016,2016/17,Steven,Defour,3,,,,1088,0.49375349999999996,0.49375349999999996,1.18253195,1,1,-4.0,-2.0,32.155673,29.872163000000004,7.01636335,7.01636335,0.5803977035845588,0.5803977035845588,5.5-7.5,5.5,#6D597A,False
39847,62,1998,5.4,2017,2017/18,Steven,Defour,3,,,,2034,0.5989388000000001,0.5989388000000001,1.1606488000000001,5,6,-7.0,-5.0,32.780542,29.735864,11.4766404,11.4766404,0.507815946902655,0.507815946902655,<5.5,5.5,#1f77b4,False
39847,10,449,5.4,2018,2018/19,Steven,Defour,3,,,,459,0.0,0.0,0.054209099999999996,0,0,-4.0,-4.0,15.28333,15.28333,0.16262729999999997,0.16262729999999997,0.031887705882352936,0.031887705882352936,<5.5,5.5,#1f77b4,False
40002,108,1924,5.4,2015,2015/16,Matteo,Darmian,2,,,,1937,0.1750631,0.1750631,1.8790501000000002,7,7,-2.0,-1.0,29.192966000000006,28.431796000000006,32.687528900000004,32.687528900000004,1.5187803825503357,1.5187803825503357,<5.5,5.5,#1f77b4,False
40002,70,1333,5.2,2016,2016/17,Matteo,Darmian,2,,,,1333,0.0914874,0.0914874,0.401092,8,9,-1.0,0.0,15.546951,13.263442000000001,32.7522004,32.7522004,2.2113263585896474,2.2113263585896474,<5.5,5.5,#1f77b4,False
40002,27,443,5.2,2017,2017/18,Matteo,Darmian,2,,,,442,0.0288007,0.0288007,0.0212538,1,1,-1.0,-1.0,12.291108000000001,12.291108000000001,3.2365655999999996,3.2365655999999996,0.6590291945701356,0.6590291945701356,<5.5,5.5,#1f77b4,False
40002,14,443,4.8,2018,2018/19,Matteo,Darmian,2,,,,447,0.0283088,0.0283088,0.0504136,1,1,-3.0,-3.0,8.293252,8.293252,1.3210936000000002,1.3210936000000002,0.26599200000000006,0.26599200000000006,<5.5,4.5,#1f77b4,False
40142,56,1024,6.6,2014,2014/15,Andy,Carroll,4,4.0,Newcastle,NEW,1032,3.6932703,3.6932703,0.7689824000000001,3,4,-4.0,-3.0,21.029407,19.507071,17.0800284,17.0800284,1.489537360465116,1.489537360465116,5.5-7.5,6.5,#6D597A,False
40142,90,1440,6.5,2015,2015/16,Andy,Carroll,4,4.0,Newcastle,NEW,1411,6.137788800000001,5.3766202000000005,2.7616126999999997,2,3,-5.0,-5.0,38.583763999999995,34.777933999999995,32.8359933,29.7913189,2.094429055279943,1.900225868887314,5.5-7.5,6.5,#6D597A,False
40142,69,1312,6.2,2016,2016/17,Andy,Carroll,4,4.0,Newcastle,NEW,1318,4.5216552,4.5216552,1.7217979,0,1,-5.0,-4.0,29.682845999999998,26.638172999999995,23.252014499999998,23.252014499999998,1.587770337632777,1.587770337632777,5.5-7.5,6.5,#6D597A,False
40142,36,742,5.8,2017,2017/18,Andy,Carroll,4,4.0,Newcastle,NEW,739,1.5721637,1.5721637,0.5253243000000001,4,4,0.0,0.0,19.543491000000003,19.543491000000003,7.8646277,7.8646277,0.9578031028416779,0.9578031028416779,5.5-7.5,5.5,#6D597A,False
40142,12,454,5.4,2018,2018/19,Andy,Carroll,4,4.0,Newcastle,NEW,438,1.9809724,1.9809724,0.2757707,0,0,-2.0,-1.0,19.878163999999998,17.594654000000002,8.7512017,8.7512017,1.798192130136986,1.798192130136986,<5.5,5.5,#1f77b4,False
40142,34,617,5.4,2019,2019/20,Andy,Carroll,4,4.0,Newcastle,NEW,582,1.4947953999999999,1.4947953999999999,0.9094429999999999,0,0,-1.0,-1.0,29.276128,29.276128,8.707510599999999,8.707510599999999,1.3465222577319587,1.3465222577319587,<5.5,5.5,#1f77b4,False
40142,34,617,5.5,2020,2020/21,Andy,Carroll,4,4.0,Newcastle,NEW,582,1.4947953999999999,1.4947953999999999,0.9094429999999999,0,0,-1.0,-1.0,29.276128,29.276128,8.707510599999999,8.707510599999999,1.3465222577319587,1.3465222577319587,5.5-7.5,5.5,#6D597A,False
40145,74,1805,4.4,2014,2014/15,Jack,Cork,3,90.0,Burnley,BUR,1862,3.1307579000000003,3.1307579000000003,0.8423742000000002,4,4,-5.0,-5.0,30.364215000000005,30.364215000000005,22.180912100000004,22.180912100000004,1.0721171262083782,1.0721171262083782,<5.5,4.5,#1f77b4,False
40145,79,2546,4.8,2015,2015/16,Jack,Cork,3,90.0,Burnley,BUR,2543,0.9188546,0.9188546,1.9600159000000004,8,8,-10.0,-10.0,48.677399000000015,47.15506100000002,18.4743207,18.4743207,0.6538296747935509,0.6538296747935509,<5.5,4.5,#1f77b4,False
40145,50,2232,4.8,2016,2016/17,Jack,Cork,3,90.0,Burnley,BUR,2233,1.3317927,1.3317927,1.2210686,3,4,-16.0,-12.0,54.74956500000001,50.826856,13.3221693,13.3221693,0.5369436798029557,0.5369436798029557,<5.5,4.5,#1f77b4,False
40145,100,3420,4.5,2017,2017/18,Jack,Cork,3,90.0,Burnley,BUR,3420,1.6951351000000001,1.6951351000000001,0.7797285,10,11,-16.0,-13.0,52.156890999999995,48.35104299999999,20.814861,20.814861,0.5477595,0.5477595,<5.5,4.5,#1f77b4,False
40145,87,3312,4.8,2018,2018/19,Jack,Cork,3,90.0,Burnley,BUR,3315,1.5164046,1.5164046,2.2603955,5,5,-20.0,-19.0,63.56467500000001,61.28120500000001,19.3632095,19.3632095,0.5256979954751131,0.5256979954751131,<5.5,4.5,#1f77b4,False
40145,70,2614,5.0,2019,2019/20,Jack,Cork,3,90.0,Burnley,BUR,2627,1.3451761999999998,1.3451761999999998,1.1728477,4,6,-9.0,-8.0,42.662861,38.841948,14.2444241,14.2444241,0.48800843890369244,0.48800843890369244,<5.5,5.5,#1f77b4,False
40145,70,2614,5.0,2020,2020/21,Jack,Cork,3,90.0,Burnley,BUR,2627,1.3451761999999998,1.3451761999999998,1.1728477,4,6,-9.0,-8.0,42.662861,38.841948,14.2444241,14.2444241,0.48800843890369244,0.48800843890369244,<5.5,5.5,#1f77b4,False
40146,140,3053,5.4,2014,2014/15,Ryan,Bertrand,2,20.0,Southampton,SOU,3057,0.9820248999999999,0.9820248999999999,3.7352884,13,14,-6.0,-5.0,36.740120000000005,35.217778,63.0980146,63.0980146,1.857645179587831,1.857645179587831,<5.5,5.5,#1f77b4,False
40146,106,2880,5.4,2015,2015/16,Ryan,Bertrand,2,20.0,Southampton,SOU,2880,1.4651851000000002,0.7040163,3.4410766,11,12,-6.0,-6.0,37.473552,36.712385,57.1143404,52.5473276,1.7848231375,1.6421039874999999,<5.5,5.5,#1f77b4,False
40146,123,2507,5.6,2016,2016/17,Ryan,Bertrand,2,20.0,Southampton,SOU,2509,0.6660360000000001,0.6660360000000001,2.6942972,10,11,-6.0,-4.0,32.26320400000001,28.457354000000002,46.0791076,46.0791076,1.652897442805899,1.652897442805899,5.5-7.5,5.5,#6D597A,False
40146,103,3135,5.4,2017,2017/18,Ryan,Bertrand,2,20.0,Southampton,SOU,3138,2.0217595,2.0217595,2.8215673,11,12,-6.0,-6.0,40.505017,38.98268100000001,58.595258900000005,58.595258900000005,1.6805523585086044,1.6805523585086044,<5.5,5.5,#1f77b4,False
40146,56,2160,4.9,2018,2018/19,Ryan,Bertrand,2,20.0,Southampton,SOU,2160,1.2571101,1.2571101,1.7228195000000002,4,4,-11.0,-10.0,36.77761,35.255280000000006,17.7111191,17.7111191,0.7379632958333334,0.7379632958333334,<5.5,4.5,#1f77b4,False
40146,75,2742,4.9,2019,2019/20,Ryan,Bertrand,2,20.0,Southampton,SOU,2742,2.0619225,2.0619225,3.5224453000000002,8,9,-9.0,-8.0,45.68817200000001,42.643513000000006,45.9388709,45.9388709,1.5078404015317284,1.5078404015317284,<5.5,4.5,#1f77b4,False
40146,75,2742,5.0,2020,2020/21,Ryan,Bertrand,2,20.0,Southampton,SOU,2742,2.0619225,2.0619225,3.5224453000000002,8,9,-9.0,-8.0,45.68817200000001,42.643513000000006,45.9388709,45.9388709,1.5078404015317284,1.5078404015317284,<5.5,5.5,#1f77b4,False
40349,106,3150,4.9,2014,2014/15,Asmir,Begovic,1,,,,3150,0.0670076,0.0670076,0.0293912,8,8,-9.0,-5.0,43.746359000000005,39.94057900000001,23.4902192,23.4902192,0.6711491199999999,0.6711491199999999,<5.5,4.5,#1f77b4,False
40349,55,1399,4.8,2015,2015/16,Asmir,Begovic,1,,,,1393,0.0,0.0,0.0,4,4,-4.0,-4.0,21.640976000000002,20.118636000000002,12.0,12.0,0.7753050969131371,0.7753050969131371,<5.5,4.5,#1f77b4,False
40349,2,180,4.8,2016,2016/17,Asmir,Begovic,1,,,,180,0.0,0.0,0.0,0,0,0.0,0.0,1.690496,1.690496,0.0,0.0,0.0,0.0,<5.5,4.5,#1f77b4,False
40349,112,3420,4.5,2017,2017/18,Asmir,Begovic,1,,,,3420,0.0,0.0,0.0409124,4,4,-19.0,-18.0,64.93249,62.64902000000001,-2.8772628000000005,-2.8772628000000005,-0.07571744210526317,-0.07571744210526317,<5.5,4.5,#1f77b4,False
40349,63,2160,4.4,2018,2018/19,Asmir,Begovic,1,,,,2160,0.0,0.0,0.0,4,5,-13.0,-12.0,39.187445999999994,37.66519499999999,3.0,3.0,0.125,0.125,<5.5,4.5,#1f77b4,False
40383,118,2623,5.2,2014,2014/15,Fraser,Forster,1,,,,2623,0.0,0.0,0.0186375,14,14,-3.0,-3.0,27.315027,27.315027,53.0559125,53.0559125,1.8204468642775447,1.8204468642775447,<5.5,5.5,#1f77b4,False
40383,68,1620,5.0,2015,2015/16,Fraser,Forster,1,,,,1620,0.0,0.0,0.0,7,7,-3.0,-3.0,19.758888,19.758888,25.0,25.0,1.3888888888888888,1.3888888888888888,<5.5,5.5,#1f77b4,False
40383,134,3420,5.0,2016,2016/17,Fraser,Forster,1,,,,3420,0.0,0.0,0.344677,14,18,-8.0,-5.0,43.084681,36.234156000000006,49.034031,49.034031,1.2903692368421054,1.2903692368421054,<5.5,5.5,#1f77b4,False
40383,73,1800,4.8,2017,2017/18,Fraser,Forster,1,,,,1800,0.0,0.0,0.0,6,6,-5.0,-5.0,26.211560000000006,25.450390000000006,19.0,19.0,0.9500000000000001,0.9500000000000001,<5.5,4.5,#1f77b4,False
40383,2,90,4.4,2018,2018/19,Fraser,Forster,1,,,,90,0.0,0.0,0.0,0,0,-1.0,-1.0,1.99866,1.99866,-1.0,-1.0,-1.0,-1.0,<5.5,4.5,#1f77b4,False
40386,123,3242,4.6,2019,2019/20,Chris,Basham,2,49.0,Sheffield Utd,SHU,3275,0.3295385,0.3295385,1.3122201000000002,9,10,-9.0,-9.0,52.042456999999985,49.75894499999998,32.9138913,32.9138913,0.9045038830534352,0.9045038830534352,<5.5,4.5,#1f77b4,False
40386,123,3242,5.0,2020,2020/21,Chris,Basham,2,49.0,Sheffield Utd,SHU,3275,0.3295385,0.3295385,1.3122201000000002,9,10,-9.0,-9.0,52.042456999999985,49.75894499999998,32.9138913,32.9138913,0.9045038830534352,0.9045038830534352,<5.5,5.5,#1f77b4,False
40387,86,2446,4.4,2015,2015/16,Dan,Gosling,3,,,,2442,3.2276471,3.2276471,1.8973794999999998,7,7,-13.0,-10.0,48.727042,45.682362999999995,28.830374,28.830374,1.0625444963144963,1.0625444963144963,<5.5,4.5,#1f77b4,False
40387,49,1366,4.8,2016,2016/17,Dan,Gosling,3,,,,1336,1.4571682000000001,1.4571682000000001,0.7769593,2,3,-4.0,-3.0,41.602436999999995,37.796582,11.6167189,11.6167189,0.7825633989520958,0.7825633989520958,<5.5,4.5,#1f77b4,False
40387,59,1941,4.9,2017,2017/18,Dan,Gosling,3,,,,1940,2.2667806,2.2667806,0.9464142000000001,2,2,-12.0,-12.0,46.965321,46.20419100000001,16.1731456,16.1731456,0.7503005690721651,0.7503005690721651,<5.5,4.5,#1f77b4,False
40387,54,1734,4.8,2018,2018/19,Dan,Gosling,3,,,,1729,2.3945611,2.3945611,0.9645073,3,5,-8.0,-6.0,38.888054999999994,35.082305999999996,17.866327400000003,17.866327400000003,0.9299996911509545,0.9299996911509545,<5.5,4.5,#1f77b4,False
40559,8,180,4.4,2018,2018/19,Fabricio,Fabri,1,54.0,Fulham,FUL,180,0.0,0.0,0.0,0,0,-1.0,-1.0,4.34529,4.34529,-1.0,-1.0,-0.5,-0.5,<5.5,4.5,#1f77b4,False
40564,12,190,4.4,2019,2019/20,Henri,Lansbury,3,7.0,Aston Villa,AVL,186,0.053229,0.053229,0.0657938,0,0,-1.0,-1.0,19.670457,18.148127,0.46352639999999995,0.46352639999999995,0.22428696774193543,0.22428696774193543,<5.5,4.5,#1f77b4,False
40564,12,190,4.5,2020,2020/21,Henri,Lansbury,3,7.0,Aston Villa,AVL,186,0.053229,0.053229,0.0657938,0,0,-1.0,-1.0,19.670457,18.148127,0.46352639999999995,0.46352639999999995,0.22428696774193543,0.22428696774193543,<5.5,4.5,#1f77b4,False
40669,76,2326,5.0,2015,2015/16,Angelo,Ogbonna,2,21.0,West Ham,WHU,2326,0.30067520000000003,0.30067520000000003,0.10149,4,5,-10.0,-7.0,40.108309,35.541309,8.108521199999998,8.108521199999998,0.31374329664660355,0.31374329664660355,<5.5,5.5,#1f77b4,False
40669,45,1755,4.8,2016,2016/17,Angelo,Ogbonna,2,21.0,West Ham,WHU,1757,0.0701813,0.0701813,0.2699175,0,0,-9.0,-7.0,32.801574,30.518064,-7.7691597,-7.7691597,-0.3979649248719408,-0.3979649248719408,<5.5,4.5,#1f77b4,False
40669,77,2880,4.4,2017,2017/18,Angelo,Ogbonna,2,21.0,West Ham,WHU,2880,0.7748627,0.7748627,0.4505202,7,8,-15.0,-13.0,52.07505200000001,48.93448500000001,19.0007368,19.0007368,0.593773025,0.593773025,<5.5,4.5,#1f77b4,False
40669,48,1871,4.4,2018,2018/19,Angelo,Ogbonna,2,21.0,West Ham,WHU,1870,1.0196451,1.0196451,1.1602914,2,2,-15.0,-12.0,46.75147500000001,42.945634999999996,2.5987447999999986,2.5987447999999986,0.12507327914438496,0.12507327914438496,<5.5,4.5,#1f77b4,False
40669,81,2786,4.5,2019,2019/20,Angelo,Ogbonna,2,21.0,West Ham,WHU,2790,1.3031474,1.3031474,0.0701397,2,2,-17.0,-16.0,53.701052000000004,50.656369000000005,-0.9706965000000025,-0.9706965000000025,-0.031312790322580726,-0.031312790322580726,<5.5,4.5,#1f77b4,False
40669,81,2786,5.0,2020,2020/21,Angelo,Ogbonna,2,21.0,West Ham,WHU,2790,1.3031474,1.3031474,0.0701397,2,2,-17.0,-16.0,53.701052000000004,50.656369000000005,-0.9706965000000025,-0.9706965000000025,-0.031312790322580726,-0.031312790322580726,<5.5,5.5,#1f77b4,False
